incident_id,system,system_version,category,symptom,created_at,baseline_resolved_at,baseline_ttr_minutes,assisted_resolved_at,assisted_ttr_minutes,resolution,resolution_source,recurring_group,knowledge_article_id,resolution_success,feedback_score,dataset_label
RDS-5172,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-03-17T19:00:00,2025-03-17T19:35:18,35.3,2025-03-17T19:24:42,24.7,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.78,SYNTHETIC_BENCHMARK
RDS-5250,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-01-05T13:00:00,2025-01-05T13:22:42,22.7,2025-01-05T13:14:36,14.6,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.93,SYNTHETIC_BENCHMARK
RDS-5004,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-05-20T14:00:00,2025-05-20T14:24:00,24.0,2025-05-20T14:13:54,13.9,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.7,SYNTHETIC_BENCHMARK
RDS-5203,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-01-17T10:00:00,2025-01-17T10:21:54,21.9,2025-01-17T10:12:06,12.1,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.8,SYNTHETIC_BENCHMARK
RDS-5230,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-01-21T14:00:00,2025-01-21T14:36:48,36.8,2025-01-21T14:13:00,13.0,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.93,SYNTHETIC_BENCHMARK
RDS-5160,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-06-17T10:00:00,2025-06-17T10:27:36,27.6,2025-06-17T10:22:12,22.2,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.89,SYNTHETIC_BENCHMARK
RDS-5040,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-07-12T11:00:00,2025-07-12T11:22:30,22.5,2025-07-12T11:12:54,12.9,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.82,SYNTHETIC_BENCHMARK
RDS-5212,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-02-24T10:00:00,2025-02-24T10:31:24,31.4,2025-02-24T10:08:48,8.8,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.95,SYNTHETIC_BENCHMARK
RDS-5054,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-02-04T12:00:00,2025-02-04T12:25:48,25.8,2025-02-04T12:11:18,11.3,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.78,SYNTHETIC_BENCHMARK
RDS-5282,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-05-13T12:00:00,2025-05-13T12:58:00,58.0,2025-05-13T12:23:54,23.9,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.88,SYNTHETIC_BENCHMARK
RDS-5163,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-01-18T11:00:00,2025-01-18T11:47:06,47.1,2025-01-18T11:24:00,24.0,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,0,0.42,SYNTHETIC_BENCHMARK
RDS-5043,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-07-03T15:00:00,2025-07-03T15:22:12,22.2,2025-07-03T15:11:00,11.0,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,0,0.37,SYNTHETIC_BENCHMARK
RDS-5273,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-04-06T12:00:00,2025-04-06T12:56:12,56.2,2025-04-06T12:18:24,18.4,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.77,SYNTHETIC_BENCHMARK
RDS-5174,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-03-15T20:00:00,2025-03-15T20:53:00,53.0,2025-03-15T20:19:54,19.9,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.89,SYNTHETIC_BENCHMARK
RDS-5105,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-03-21T17:00:00,2025-03-21T17:40:18,40.3,2025-03-21T17:19:30,19.5,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.91,SYNTHETIC_BENCHMARK
RDS-5061,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-04-02T11:00:00,2025-04-02T11:44:30,44.5,2025-04-02T11:18:00,18.0,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.87,SYNTHETIC_BENCHMARK
RDS-5133,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-04-27T09:00:00,2025-04-27T09:40:36,40.6,2025-04-27T09:19:12,19.2,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.89,SYNTHETIC_BENCHMARK
RDS-5182,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-04-04T09:00:00,2025-04-04T09:52:42,52.7,2025-04-04T09:12:12,12.2,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.84,SYNTHETIC_BENCHMARK
RDS-5204,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-06-02T16:00:00,2025-06-02T16:22:24,22.4,2025-06-02T16:11:00,11.0,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.94,SYNTHETIC_BENCHMARK
RDS-5259,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-06-04T10:00:00,2025-06-04T11:00:36,60.6,2025-06-04T10:13:48,13.8,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.81,SYNTHETIC_BENCHMARK
RDS-5218,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-04-27T13:00:00,2025-04-27T13:18:54,18.9,2025-04-27T13:09:30,9.5,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.98,SYNTHETIC_BENCHMARK
RDS-5298,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-04-05T15:00:00,2025-04-05T15:58:06,58.1,2025-04-05T15:21:18,21.3,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.73,SYNTHETIC_BENCHMARK
RDS-5243,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-06-06T10:00:00,2025-06-06T10:24:06,24.1,2025-06-06T10:14:18,14.3,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.93,SYNTHETIC_BENCHMARK
RDS-5276,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-06-28T15:00:00,2025-06-28T15:52:06,52.1,2025-06-28T15:25:12,25.2,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.93,SYNTHETIC_BENCHMARK
RDS-5044,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-05-19T08:00:00,2025-05-19T08:38:12,38.2,2025-05-19T08:08:36,8.6,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.85,SYNTHETIC_BENCHMARK
RDS-5076,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-05-21T08:00:00,2025-05-21T08:32:00,32.0,2025-05-21T08:12:30,12.5,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.88,SYNTHETIC_BENCHMARK
RDS-5180,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-07-11T13:00:00,2025-07-11T13:53:06,53.1,2025-07-11T13:18:06,18.1,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.93,SYNTHETIC_BENCHMARK
RDS-5209,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-04-06T20:00:00,2025-04-06T20:18:18,18.3,2025-04-06T20:07:30,7.5,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,0,0.37,SYNTHETIC_BENCHMARK
RDS-5226,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-04-12T19:00:00,2025-04-12T19:16:06,16.1,2025-04-12T19:07:06,7.1,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.96,SYNTHETIC_BENCHMARK
RDS-5227,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-05-28T14:00:00,2025-05-28T14:29:18,29.3,2025-05-28T14:12:42,12.7,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.73,SYNTHETIC_BENCHMARK
RDS-5159,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-01-26T15:00:00,2025-01-26T15:28:30,28.5,2025-01-26T15:23:48,23.8,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.74,SYNTHETIC_BENCHMARK
RDS-5021,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-05-18T20:00:00,2025-05-18T20:25:12,25.2,2025-05-18T20:14:24,14.4,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.83,SYNTHETIC_BENCHMARK
RDS-5294,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-04-24T09:00:00,2025-04-24T09:58:24,58.4,2025-04-24T09:27:30,27.5,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,0,0.4,SYNTHETIC_BENCHMARK
RDS-5206,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-04-26T11:00:00,2025-04-26T11:25:18,25.3,2025-04-26T11:13:36,13.6,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.92,SYNTHETIC_BENCHMARK
RDS-5135,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-03-10T10:00:00,2025-03-10T10:22:06,22.1,2025-03-10T10:10:48,10.8,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.92,SYNTHETIC_BENCHMARK
RDS-5039,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-01-26T08:00:00,2025-01-26T08:35:36,35.6,2025-01-26T08:13:24,13.4,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.73,SYNTHETIC_BENCHMARK
RDS-5249,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-07-09T18:00:00,2025-07-09T18:37:48,37.8,2025-07-09T18:07:42,7.7,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.85,SYNTHETIC_BENCHMARK
RDS-5122,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-01-26T11:00:00,2025-01-26T11:28:54,28.9,2025-01-26T11:13:00,13.0,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.91,SYNTHETIC_BENCHMARK
RDS-5086,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-05-10T14:00:00,2025-05-10T14:49:24,49.4,2025-05-10T14:16:36,16.6,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,0,0.42,SYNTHETIC_BENCHMARK
RDS-5036,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-06-22T18:00:00,2025-06-22T18:44:36,44.6,2025-06-22T18:09:00,9.0,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.8,SYNTHETIC_BENCHMARK
RDS-5010,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-01-26T14:00:00,2025-01-26T14:25:30,25.5,2025-01-26T14:14:24,14.4,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.81,SYNTHETIC_BENCHMARK
RDS-5285,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-07-06T13:00:00,2025-07-06T13:51:30,51.5,2025-07-06T13:19:30,19.5,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.94,SYNTHETIC_BENCHMARK
RDS-5011,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-02-23T18:00:00,2025-02-23T18:25:12,25.2,2025-02-23T18:17:24,17.4,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.88,SYNTHETIC_BENCHMARK
RDS-5279,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-06-15T11:00:00,2025-06-15T11:40:00,40.0,2025-06-15T11:25:54,25.9,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.9,SYNTHETIC_BENCHMARK
RDS-5165,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-03-18T08:00:00,2025-03-18T08:26:36,26.6,2025-03-18T08:22:18,22.3,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.81,SYNTHETIC_BENCHMARK
RDS-5131,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-02-10T11:00:00,2025-02-10T11:25:12,25.2,2025-02-10T11:09:48,9.8,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.84,SYNTHETIC_BENCHMARK
RDS-5051,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-03-09T10:00:00,2025-03-09T10:52:48,52.8,2025-03-09T10:20:36,20.6,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.81,SYNTHETIC_BENCHMARK
RDS-5215,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-06-27T12:00:00,2025-06-27T12:15:42,15.7,2025-06-27T12:09:12,9.2,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.98,SYNTHETIC_BENCHMARK
RDS-5167,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-01-21T17:00:00,2025-01-21T17:55:30,55.5,2025-01-21T17:20:06,20.1,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.97,SYNTHETIC_BENCHMARK
RDS-5143,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-05-07T12:00:00,2025-05-07T12:39:54,39.9,2025-05-07T12:13:24,13.4,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.71,SYNTHETIC_BENCHMARK
RDS-5271,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-01-22T16:00:00,2025-01-22T17:04:06,64.1,2025-01-22T16:14:00,14.0,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.85,SYNTHETIC_BENCHMARK
RDS-5096,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-02-12T15:00:00,2025-02-12T15:52:18,52.3,2025-02-12T15:21:48,21.8,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.97,SYNTHETIC_BENCHMARK
RDS-5191,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-01-26T18:00:00,2025-01-26T18:37:54,37.9,2025-01-26T18:23:42,23.7,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.72,SYNTHETIC_BENCHMARK
RDS-5261,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-03-11T15:00:00,2025-03-11T16:01:42,61.7,2025-03-11T15:15:12,15.2,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.98,SYNTHETIC_BENCHMARK
RDS-5033,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-03-02T12:00:00,2025-03-02T12:36:06,36.1,2025-03-02T12:10:06,10.1,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.98,SYNTHETIC_BENCHMARK
RDS-5031,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-03-28T08:00:00,2025-03-28T08:33:54,33.9,2025-03-28T08:10:18,10.3,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.72,SYNTHETIC_BENCHMARK
RDS-5072,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-07-08T18:00:00,2025-07-08T18:28:30,28.5,2025-07-08T18:15:12,15.2,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,0,0.48,SYNTHETIC_BENCHMARK
RDS-5277,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-04-28T08:00:00,2025-04-28T08:40:18,40.3,2025-04-28T08:13:42,13.7,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.71,SYNTHETIC_BENCHMARK
RDS-5217,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-07-09T18:00:00,2025-07-09T18:39:18,39.3,2025-07-09T18:07:42,7.7,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.81,SYNTHETIC_BENCHMARK
RDS-5190,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-01-09T19:00:00,2025-01-09T19:38:00,38.0,2025-01-09T19:17:48,17.8,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,0,0.46,SYNTHETIC_BENCHMARK
RDS-5211,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-07-04T08:00:00,2025-07-04T08:39:12,39.2,2025-07-04T08:11:48,11.8,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.87,SYNTHETIC_BENCHMARK
RDS-5256,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-04-25T11:00:00,2025-04-25T11:48:42,48.7,2025-04-25T11:17:36,17.6,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.84,SYNTHETIC_BENCHMARK
RDS-5252,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-05-10T20:00:00,2025-05-10T20:48:54,48.9,2025-05-10T20:24:06,24.1,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.9,SYNTHETIC_BENCHMARK
RDS-5142,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-04-15T13:00:00,2025-04-15T13:29:36,29.6,2025-04-15T13:10:12,10.2,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.82,SYNTHETIC_BENCHMARK
RDS-5093,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-04-01T12:00:00,2025-04-01T12:46:54,46.9,2025-04-01T12:20:12,20.2,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,0,0.33,SYNTHETIC_BENCHMARK
RDS-5050,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-04-28T17:00:00,2025-04-28T17:45:00,45.0,2025-04-28T17:18:00,18.0,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.76,SYNTHETIC_BENCHMARK
RDS-5224,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-03-16T13:00:00,2025-03-16T13:18:00,18.0,2025-03-16T13:11:00,11.0,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.74,SYNTHETIC_BENCHMARK
RDS-5281,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-04-09T13:00:00,2025-04-09T14:04:06,64.1,2025-04-09T13:20:24,20.4,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.98,SYNTHETIC_BENCHMARK
RDS-5014,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-02-28T08:00:00,2025-02-28T08:39:42,39.7,2025-02-28T08:12:00,12.0,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.97,SYNTHETIC_BENCHMARK
RDS-5229,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-04-03T09:00:00,2025-04-03T09:25:54,25.9,2025-04-03T09:07:48,7.8,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.82,SYNTHETIC_BENCHMARK
RDS-5012,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-02-13T16:00:00,2025-02-13T16:37:42,37.7,2025-02-13T16:09:36,9.6,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,1.0,SYNTHETIC_BENCHMARK
RDS-5169,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-04-30T12:00:00,2025-04-30T12:48:42,48.7,2025-04-30T12:14:06,14.1,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.8,SYNTHETIC_BENCHMARK
RDS-5251,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-02-19T11:00:00,2025-02-19T12:05:00,65.0,2025-02-19T11:15:18,15.3,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.94,SYNTHETIC_BENCHMARK
RDS-5296,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-07-01T19:00:00,2025-07-01T19:52:18,52.3,2025-07-01T19:24:54,24.9,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.74,SYNTHETIC_BENCHMARK
RDS-5068,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-03-26T08:00:00,2025-03-26T08:25:48,25.8,2025-03-26T08:21:36,21.6,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.99,SYNTHETIC_BENCHMARK
RDS-5035,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-01-25T18:00:00,2025-01-25T18:29:36,29.6,2025-01-25T18:12:12,12.2,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.92,SYNTHETIC_BENCHMARK
RDS-5111,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-05-18T20:00:00,2025-05-18T20:34:30,34.5,2025-05-18T20:13:48,13.8,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.78,SYNTHETIC_BENCHMARK
RDS-5223,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-01-15T08:00:00,2025-01-15T08:20:06,20.1,2025-01-15T08:14:36,14.6,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.93,SYNTHETIC_BENCHMARK
RDS-5003,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-02-25T11:00:00,2025-02-25T11:31:36,31.6,2025-02-25T11:08:18,8.3,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.89,SYNTHETIC_BENCHMARK
RDS-5138,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-07-08T13:00:00,2025-07-08T13:38:06,38.1,2025-07-08T13:09:18,9.3,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.9,SYNTHETIC_BENCHMARK
RDS-5074,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-06-20T14:00:00,2025-06-20T14:32:48,32.8,2025-06-20T14:18:24,18.4,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.76,SYNTHETIC_BENCHMARK
RDS-5121,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-07-09T15:00:00,2025-07-09T15:28:18,28.3,2025-07-09T15:15:30,15.5,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.88,SYNTHETIC_BENCHMARK
RDS-5268,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-04-18T18:00:00,2025-04-18T18:57:48,57.8,2025-04-18T18:19:54,19.9,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.97,SYNTHETIC_BENCHMARK
RDS-5168,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-02-06T11:00:00,2025-02-06T11:41:06,41.1,2025-02-06T11:15:18,15.3,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.7,SYNTHETIC_BENCHMARK
RDS-5153,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-04-17T13:00:00,2025-04-17T13:57:42,57.7,2025-04-17T13:18:36,18.6,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.78,SYNTHETIC_BENCHMARK
RDS-5127,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-05-25T12:00:00,2025-05-25T12:22:36,22.6,2025-05-25T12:11:42,11.7,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.82,SYNTHETIC_BENCHMARK
RDS-5073,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-06-09T13:00:00,2025-06-09T13:43:54,43.9,2025-06-09T13:11:30,11.5,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,0,0.35,SYNTHETIC_BENCHMARK
RDS-5234,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-07-17T18:00:00,2025-07-17T18:27:24,27.4,2025-07-17T18:13:00,13.0,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.83,SYNTHETIC_BENCHMARK
RDS-5213,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-04-05T09:00:00,2025-04-05T09:34:06,34.1,2025-04-05T09:11:36,11.6,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.95,SYNTHETIC_BENCHMARK
RDS-5091,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-04-17T08:00:00,2025-04-17T08:28:48,28.8,2025-04-17T08:15:00,15.0,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,0,0.38,SYNTHETIC_BENCHMARK
RDS-5150,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-02-09T15:00:00,2025-02-09T15:48:00,48.0,2025-02-09T15:12:12,12.2,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.82,SYNTHETIC_BENCHMARK
RDS-5056,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-05-06T12:00:00,2025-05-06T12:51:54,51.9,2025-05-06T12:20:12,20.2,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.83,SYNTHETIC_BENCHMARK
RDS-5231,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-01-20T16:00:00,2025-01-20T16:30:48,30.8,2025-01-20T16:11:12,11.2,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.93,SYNTHETIC_BENCHMARK
RDS-5118,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-04-05T15:00:00,2025-04-05T15:36:36,36.6,2025-04-05T15:12:48,12.8,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,0,0.37,SYNTHETIC_BENCHMARK
RDS-5130,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-07-09T09:00:00,2025-07-09T09:48:24,48.4,2025-07-09T09:11:18,11.3,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.9,SYNTHETIC_BENCHMARK
RDS-5278,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-03-21T16:00:00,2025-03-21T16:43:54,43.9,2025-03-21T16:25:12,25.2,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.71,SYNTHETIC_BENCHMARK
